filepath,filename,client_id,project_id,chunk_index,reason,file_fingerprint,assign_method,assign_confidence
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/3_Woninggebonden_documenten_C004.pdf,3_Woninggebonden_documenten_C004.pdf,C004,UNKNOWN,,no_text_ocr_needed,7c4b8f37d76265e04b6a80fdd7a86958687c27b8,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/3_Woninggebonden_documenten_C005.pdf,3_Woninggebonden_documenten_C005.pdf,C005,UNKNOWN,,no_text_ocr_needed,26752e7d2424939a012c8d20aec3234477f2ce03,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/3_Woninggebonden_documenten_C006.pdf,3_Woninggebonden_documenten_C006.pdf,C006,UNKNOWN,,no_text_ocr_needed,6f5ae7326329cab0ea66baa38ef05a79a227eb61,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/3_Woninggebonden_documenten_C007.pdf,3_Woninggebonden_documenten_C007.pdf,C007,UNKNOWN,,no_text_ocr_needed,7feed7cbe3ac8f948620cc170257fd8787f16880,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/3_Woninggebonden_documenten_C008.pdf,3_Woninggebonden_documenten_C008.pdf,C008,UNKNOWN,,no_text_ocr_needed,78d49bacce3b9b5c60ae7a6b41a3d3bca5da39f2,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/4_Kopergebonden_documenten_C001.pdf,4_Kopergebonden_documenten_C001.pdf,C001,UNKNOWN,,no_text_ocr_needed,c75c55e02e75972dd8371b3eace0efb111852d66,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/4_Kopergebonden_documenten_C002.pdf,4_Kopergebonden_documenten_C002.pdf,C002,UNKNOWN,,no_text_ocr_needed,72938da33ea99413895d6bc06fdacbec0b68c156,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/4_Kopergebonden_documenten_C003.pdf,4_Kopergebonden_documenten_C003.pdf,C003,UNKNOWN,,no_text_ocr_needed,8fcd07344c18fd3a0462ab01620ad5e707f6a580,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/4_Kopergebonden_documenten_C004.pdf,4_Kopergebonden_documenten_C004.pdf,C004,UNKNOWN,,no_text_ocr_needed,32efac39592961ee4db9234607326f457584bb2c,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/4_Kopergebonden_documenten_C005.pdf,4_Kopergebonden_documenten_C005.pdf,C005,UNKNOWN,,no_text_ocr_needed,656af389a9e556cc27533de9ff3c1cb72ff1c54a,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/4_Kopergebonden_documenten_C006.pdf,4_Kopergebonden_documenten_C006.pdf,C006,UNKNOWN,,no_text_ocr_needed,4385e09f5a8b2b64caff3bd147c7cbc2ede7ac55,filename_or_meta,0.2
/workspaces/docex/src/webapp/assistants/project_assistant/tools/chatbot/data/overige_documenten/4_Kopergebonden_documenten_C007.pdf,4_Kopergebonden_documenten_C007.pdf,C007,UNKNOWN,,no_text_ocr_needed,c5ef1b1cb32c1fbda11357c16d5d2f0070208f16,filename_or_meta,0.2
